QuestionID,ExamYear,QuestionStem,BodySystem,Subcategory,BlueprintCategory_Predicted,CorrectAnswer
Q2020-050,2020,"A 65-year-old female presents to the emergency department with a 24-hour history of abdominal
pain, nausea, and vomiting. She reports that her last bowel movement was 2 days ago and she
has not passed any flatus. The pain is diffuse and she rates it as 4 on a scale of 10 but says that
it reaches a level of 8 at times. She has hypertension, which has been controlled with amlodipine
(Norvasc), 5 mg daily. She had an appendectomy at age 25 and had two normal vaginal
deliveries. She has been postmenopausal since age 52.
An examination reveals a blood pressure of 120/80 mm Hg, a pulse rate of 110 beats/min, a
respiratory rate of 16/min and nonlabored, and an oxygen saturation of 95% on room air.
Examination of the heart and lungs is normal. On examination of the abdomen you note
high-pitched bowel sounds, and the abdomen is distended and tympanic, and diffusely tender
with no appreciable masses. A radiograph of the abdomen shows a small bowel obstruction.
Which one of the following is the most likely cause of this patientâ€™s small bowel obstruction?
A) Constipation
B) Intestinal adhesions
C) A neoplasm
D) Ventral herniation
E) Volvulus
18

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Diagnosis,Emergent and Urgent Care,B
Q2020-051,2020,"A 68-year-old female comes to your office to discuss results from recent laboratory testing.
During  routine  monitoring  of  electrolytes  while  taking  lisinopril  (Prinivil,  Zestril)  for
hypertension, she was found to have a serum calcium level of 10.6 mg/dL (N 8.6â€“10.0).
Follow-up laboratory studies revealed a parathyroid hormone level of 106 pg/mL (N 10â€“65) and
normal levels of vitamin D, phosphorus, albumin, and creatinine. The patient feels well today
and has no symptoms of concern.
The patientâ€™s past medical history includes hypertension, hypothyroidism, and osteoporosis. Her
current medications include lisinopril, levothyroxine (Synthroid), alendronate (Fosamax), and
vitamin D. An examination today is normal, including a blood pressure of 122/74 mm Hg.
Which one of the following characteristics would be an indication for surgical management of
this patientâ€™s condition?
A) Age >50
B) Hypertension
C) Hypothyroidism
D) Osteoporosis
E) A serum calcium level <11 mg/dL

A) 
B) 
C) 
D) 
E) ",Endocrine,Pharmacology,Chronic Care Management,D
Q2020-052,2020,"You are examining a 65-year-old male from Central America with a history of rheumatic
valvular disease. Which one of the following is the principal auscultatory finding of aortic
regurgitation?
A) An S  gallop heard best at the cardiac apex with the patient supine
3
B) A triphasic pericardial friction rub with the patient seated and leaning forward
C) A low-pitched decrescendo diastolic murmur that is loudest at the lower left sternal
border with the patient seated and leaning forward
D) A high-pitched crescendo/decrescendo midsystolic murmur that is loudest at the right
upper sternal border and radiates to the carotid arteries with the patient sitting upright
E) A harsh holosystolic murmur that is loudest at the lower left sternal border and radiates
to the left lateral chest wall with the patient in the left lateral decubitus position
19

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Interpretation,Emergent and Urgent Care,C
Q2020-053,2020,"A 50-year-old male with no significant past medical history presents with a 5-day history of
fever to 101Â°F, chills, and mild diffuse joint and muscle pains. He also reports a mild headache
but has not had any sore throat, rhinorrhea, cough, shortness of breath, nausea, vomiting, or
change in bowel habits. He noticed a round red rash (shown below) a few days ago on his leg
that has grown in size since then. It is minimally pruritic but not painful. He has no other rashes.
He recently traveled to Vermont for his familyâ€™s annual fall hiking trip but does not recall any
insect bites. He does not take any medications and has no drug allergies. He has a blood pressure
of 120/74 mm Hg, a pulse rate of 84 beats/min, and a temperature of 37.8Â°C (100.0Â°F).
Cardiac, pulmonary, musculoskeletal, and abdominal examinations are normal.
Which one of the following is the most likely diagnosis?
A) Adenovirus
B) Ehrlichiosis
C) Influenza
D) Lyme disease
E) Rocky Mountain spotted fever

A) 
B) 
C) 
D) 
E) ",Respiratory,Diagnosis,Acute Care and Diagnosis,D
Q2020-054,2020,"A 16-year-old male who was recently diagnosed with moderate persistent asthma sees you for
follow-up in early September. He uses fluticasone propionate/salmeterol (Advair), 250/50  g
twice daily. He has an Asthma Control Test score of 22, which indicates well controlled asthma,
and his peak flow is 90% of the predicted value. Spirometry performed 6 months ago showed
an FEV  of 90% of the predicted value. He can demonstrate good technique for using his
1
inhalers. 
Which one of the following would be most appropriate at this time?
A) Allergy testing
B) The Asthma Therapy Assessment Questionnaire
C) Increasing fluticasone propionate/salmeterol to 500/50  g twice daily
D) Influenza vaccine
E) Spirometry

A) 
B) 
C) 
D) 
E) ",Respiratory,Prevention,Chronic Care Management,D
Q2020-055,2020,"Which one of the following oral iron preparations is most effective for the treatment of iron
deficiency anemia in a patient with nonâ€“dialysis-dependent chronic kidney disease?
A) Ferric citrate (Auryxia)
B) Ferrous fumarate
C) Ferrous gluconate
D) Ferrous sulfate
20
Item #53
21

A) 
B) 
C) 
D) 
E) ",Nephrologic,Interpretation,Chronic Care Management,A
Q2020-056,2020,"A 76-year-old male sees you for a routine health maintenance examination. He says that he has
developed a mild tremor over the past few years, and it has now become bothersome to him
because it affects his handwriting and his ability to eat in public. His mother had a similar
tremor. He has no tremor at rest. When you ask him to hold out his hands, you note a tremor
in both hands and wrists. His voice is also somewhat tremulous. He asks if there are any
treatments to reduce the tremor.
Which one of the following would be the most appropriate next step?
A) Observation only
B) A trial of a  -blocker
C) A trial of a dopaminergic agent
D) Serum ceruloplasmin and 24-hour urinary copper excretion levels
E) MRI of the brain

A) 
B) 
C) 
D) 
E) ",Patient-Based Systems,Management,Acute Care and Diagnosis,B
Q2020-057,2020,"One of your patients will turn 65 in 2 weeks and your practice manager routinely encourages
scheduling a Welcome to Medicare preventive visit soon after patientsâ€™ 65th birthdays. This
patient continues to work full time and is currently insured through his employer-sponsored
health insurance.
In order to bill for a Welcome to Medicare visit after this patient turns 65, which one of the
following is true?
A) The patient must be enrolled in Medicare Part A
B) The patient must be enrolled in Medicare Part B
C) The patient must be enrolled in Medicare Part D
D) The patient must be over age 65 and the specific type of Medicare enrollment is not
relevant

A) 
B) 
C) 
D) 
E) ",Patient-Based Systems,Pharmacology,Preventive Care,B
Q2020-058,2020,"An obese 60-year-old male presents with knee pain after a fall. He reports that 2 days ago he
slipped on some ice and fell forcefully onto his left knee. He is able to walk but does have a
noticeable limp. On examination he is able to flex his knee past 90Â° and has no point tenderness.
Which one of the following would be most appropriate at this time?
A) Anti-inflammatory medication
B) A corticosteroid injection
C) A knee brace
D) A radiograph
E) MRI
22

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Pharmacology,Acute Care and Diagnosis,D
Q2020-059,2020,"A 32-year-old female comes to your office because of palpitations. She reports a sensation of
her heart racing that lasts for several seconds, occurs at rest, and has been occurring daily for
the past couple of weeks. She has not had any loss of consciousness or other associated
symptoms, has no history of recent stressors or anxiety, and does not drink caffeine or take any
illicit drugs. She is otherwise healthy and takes no medications. An examination is unremarkable
and an EKG and basic laboratory studies are all normal.
Which one of the following would be the most appropriate next step in your evaluation?
A) Reassurance only
B) A 24-hour Holter monitor
C) A 30-day cardiac event monitor
D) An exercise stress test
E) Transthoracic echocardiography

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Workup,Acute Care and Diagnosis,B
Q2020-060,2020,"A 55-year-old male with a 40-pack-year smoking history comes to your office with the results
of spirometry he had at a health fair. He quit smoking 1 year ago. He does not have any cough,
dyspnea, wheezing, or sputum production, but he is concerned that the spirometry results show
an FEV /FVC ratio of 0.65 and an FEV  of 70% of predicted, which indicates mild to moderate
1 1
airflow obstruction.
Based on the best available evidence, which one of the following should you recommend in order
to prevent the development of symptomatic airflow obstruction?
A) No treatment
B) A long-acting anticholinergic
C) A long-acting  -agonist
D) An inhaled corticosteroid
E) Combination therapy with a corticosteroid and long-acting  -agonist

A) 
B) 
C) 
D) 
E) ",Respiratory,Screening,Chronic Care Management,A
Q2020-061,2020,"A 37-year-old male sees you to discuss some mental health concerns. He states that he has
recently been unable to meet deadlines at work and has been reprimanded by his boss. He feels
he cannot complete the tasks during his work hours and is worried he is going to lose his job.
Your evaluation indicates that he might have adult attention-deficit/hyperactivity disorder
(ADHD).
Which one of the following is true regarding adult ADHD?
A) Symptoms of ADHD must be present before age 6
B) Inattention does not persist into adulthood
C) Hyperactivity symptoms worsen into adulthood
D) Stimulants should not be prescribed in adults over the age of 30
E) Adults with ADHD should be screened for coexisting psychiatric disorders
23

A) 
B) 
C) 
D) 
E) ",Psychogenic,Screening,Chronic Care Management,E
Q2020-062,2020,"An older patient presents to your office with findings consistent with polymyalgia rheumatica.
This patient is at greatest risk for which one of the following associated conditions?
A) Antineutrophil cytoplasmic antibodyâ€“associated vasculitis
B) Polyarteritis nodosa
C) Takayasu arteritis
D) Temporal arteritis
E) Wegenerâ€™s granulomatosis

A) 
B) 
C) 
D) 
E) ",Nonspecific,Management,Chronic Care Management,D
Q2020-063,2020,"Routine follow-up blood tests for colorectal cancer survivors should include
A) carcinoembryonic antigen (CEA) levels only
B) liver function tests only
C) CBCs and CEA levels only
D) CBCs and liver function tests only
E) CBCs, CEA levels, and liver function tests

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Management,Chronic Care Management,A
Q2020-064,2020,"An obese 45-year-old female returns for follow-up to discuss recent laboratory results. She has
known hypertension and takes amlodipine (Norvasc), 5 mg daily. She has bilateral knee
osteoarthritis and uses ibuprofen as needed for pain. Recent laboratory studies show a fasting
glucose level of 120 mg/dL, normal electrolytes, and normal kidney and liver function. She has
a  total  cholesterol  level  of  203  mg/dL,  an  LDL-cholesterol  level  of  134  mg/dL,  an
HDL-cholesterol level of 46 mg/dL, and a triglyceride level of 260 mg/dL. She has a strong
family history of diabetes mellitus and cardiovascular disease.
Which one of the following has been shown to be most effective in preventing diabetes in
patients such as this?
A) Participation in the National Diabetes Prevention Program
B) Acarbose (Precose)
C) Liraglutide (Victoza)
D) Metformin (Glucophage)

A) 
B) 
C) 
D) 
E) ",Endocrine,Prevention,Chronic Care Management,A
Q2020-065,2020,"Which one of the following is considered one of the most common food allergens?
A) Beef
B) Black beans
C) Fish
D) Onions
E) Watermelon
24

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Workup,Chronic Care Management,C
